Date,y_real,mu_pred,sigma_pred,VaR_95,ES_95,VaR_99,ES_99,violation_95,violation_99
2020-04-01,-0.0451463674180075,0.0015298355230385,0.0124866064079462,-0.0453232937328174,-0.1136982199711694,-0.1418402135019698,-0.2869348415777574,0,0
2020-04-02,0.0225726561294403,0.0014540713196767,0.0129082765898854,-0.0475679434094819,-0.211013372447898,-0.150344622955037,-0.3509072142415385,0,0
2020-04-03,-0.0152528608402,0.0011219034982529,0.0084441699603978,-0.0306628253300731,-0.0806042165737495,-0.0964416222284319,-0.1794567667439661,0,0
2020-04-06,0.0679682332080674,0.0016165973097941,0.0119019601923053,-0.0431047478711566,-0.1222257935678591,-0.1354175796475842,-0.4295809405278596,0,0
2020-04-07,-0.0016043317232304,0.0006201886196129,0.0093084810302746,-0.0346418983990307,-0.1159638631370764,-0.1082995606711398,-0.2578597720596864,0,0
2020-04-08,0.0334893828470159,0.0009629530499024,0.0097826428744514,-0.0362458122708553,-0.1000749354416061,-0.1144298661046082,-0.4670804165578462,0,0
2020-04-09,0.014383474542832,0.0010084070856403,0.0095574589948785,-0.0353498123146684,-0.1004091270952802,-0.1117648728086312,-0.2317336929005246,0,0
2020-04-13,-0.0101560645624545,0.0002174048418229,0.009992215848413,-0.0369961252772303,-0.0945200933328666,-0.1128161812568856,-0.3058825718468552,0,0
2020-04-14,0.0301145678972492,0.0018893003802815,0.0124024209261092,-0.0441115047732763,-0.1350240155165631,-0.1372705798509083,-0.3161604463130164,0,0
2020-04-15,-0.0222767498875067,0.0001947582425429,0.0104833076049391,-0.0381895143487922,-0.1155183826606598,-0.1144524825407685,-0.4804766084929893,0,0
2020-04-16,0.0057998230646387,0.0017252499255324,0.0154222912154719,-0.0540070700387374,-0.1548007150550825,-0.1625914329813112,-0.4367219361147888,0,0
2020-04-17,0.0264409638671176,0.001601452933906,0.0105964162487234,-0.0348401275268771,-0.0842169311687737,-0.100689087628965,-0.2695123644374063,0,0
2020-04-20,-0.0180428643090241,-0.0008935319207656,0.0110654247044752,-0.0392506394825275,-0.0959738200249933,-0.1094107913296138,-0.1760892226103849,0,0
2020-04-21,-0.0311550958162663,0.0023680129641383,0.0158214709630267,-0.0550486576254453,-0.1551792347244039,-0.1676231917274983,-0.4872525835150403,0,0
2020-04-22,0.0226713002429618,0.0003944670769794,0.0165278325567346,-0.0577358742917721,-0.1652109954374255,-0.1664513067739736,-0.3559351663476137,0,0
2020-04-23,-0.0005395999041152,-0.0006981733664311,0.01224144613038,-0.0401760413027891,-0.0932134597140813,-0.1046492513055735,-0.1995035423745335,0,0
2020-04-24,0.0138221114617196,0.0004988557355551,0.011707232437709,-0.0363244690583407,-0.1039043040523406,-0.094079280289973,-0.1672785096772764,0,0
2020-04-27,0.0146068715244491,-0.0001463902968993,0.0121178061028853,-0.0390347643790465,-0.1007683113654526,-0.1020475382546682,-0.2844515636439824,0,0
2020-04-28,-0.0052561743837598,5.49050823501789e-05,0.0130379545602958,-0.0383586362780462,-0.0740957884841784,-0.0923877935325234,-0.1484824125892341,0,0
2020-04-29,0.0262366981308891,0.0019377343568602,0.0132668591547755,-0.035839703813851,-0.0963024635814033,-0.0859422428026775,-0.1389067948396813,0,0
2020-04-30,-0.0092551508608553,0.0002272300895787,0.0129862287370843,-0.0376879566292937,-0.0739359131174954,-0.0901950946594991,-0.1455256515373274,0,0
2020-05-01,-0.0284601863512391,0.0008960113578311,0.0148484196711758,-0.0402862977171445,-0.0808534961769173,-0.0924330342005192,-0.1616400780660139,0,0
2020-05-04,0.0042408122145938,0.0025627158597806,0.017774573363302,-0.0580635806913752,-0.2048133565177797,-0.1662274846239757,-0.3265159732571576,0,0
2020-05-05,0.0089999173273822,0.0013857357393377,0.0130569978977566,-0.0355930565855387,-0.1091096823895507,-0.0841741868700183,-0.1343806324676453,0,0
2020-05-06,-0.0070038736436275,0.0017400014484052,0.0126570910557027,-0.0342547000926316,-0.0603466584751493,-0.0818857125680758,-0.1311509285735942,0,0
2020-05-07,0.0114389490633546,0.0026694863101694,0.01338334309834,-0.0354932944843752,-0.0745855579875196,-0.0862311041512413,-0.1624538683490392,0,0
2020-05-08,0.0167307927704322,0.0013975830740972,0.0126304147785267,-0.0364108023730854,-0.0849121554504362,-0.0910385485333019,-0.1918868398418305,0,0
2020-05-11,0.0001330719019072,0.0002585526960869,0.0130440016796736,-0.0379645553360436,-0.0822478709362171,-0.0912297762559773,-0.210344754832572,0,0
2020-05-12,-0.0207133576295629,0.0015801493300072,0.0128861626200223,-0.0343903390485141,-0.0601757910009153,-0.0804592370414347,-0.1466190850551786,0,0
2020-05-13,-0.0176169906358547,0.0028351387575765,0.0179719414819767,-0.05816766601615,-0.1191384397617576,-0.1661865803750537,-0.3016183063635516,0,0
